Age,Salary,Experience,Performance_Score,Gender,Department,Hired,Hiring_Date,Location
26.0,49695,5 years,7,Female,,N,2012-10-27,New York
40.0,58181,17 years,2,F,HR,Yes,,Austin
31.0,25000,4 years,3,Female,Sales,,2016-10-09,New York
49.0,56750,27 years,3,F,HR,Yes,2018-01-20,New York
38.0,35801,16 years,7,,,,2010-02-23,New York
24.0,43119,3 years,3,Male,Marketing,No,2023-05-17,New York
19.0,26192,0 years,3,,,Yes,2021-07-09,Boston
41.0,71668,26 years,4,,,No,2012-09-16,
31.0,55265,6 years,8,Female,HR,Y,2021-07-30,
49.0,68140,22 years,6,,Marketing,No,2019-01-07,Boston
35.0,52200,7 years,4,F,Sales,N,2021-03-31,
37.0,51501,14 years,2,,Marketing,Y,2019-10-26,Seattle
43.0,44874,17 years,10,F,Engineering,Yes,2019-03-23,New York
43.0,45644,19 years,8,F,Engineering,,2013-05-13,Seattle
26.0,42110,6 years,10,M,,Y,2011-01-11,Boston
47.0,58427,29 years,10,,Sales,No,2017-03-25,Seattle
26.0,29617,7 years,5,M,HR,Y,2022-03-19,
18.0,62358,,6,Female,HR,Yes,2018-03-30,Boston
31.0,25000,8 years,3,F,Sales,No,2012-07-02,Boston
34.0,53063,6 years,7,F,Sales,Yes,2018-11-26,Boston
32.0,58133,15 years,2,Female,Engineering,,2014-02-10,Boston
26.0,25000,4 years,4,F,,Y,2017-09-18,Austin
31.0,30704,10 years,6,Female,Engineering,Yes,2015-09-23,Boston
37.0,61812,21 years,10,Female,,,2012-01-16,New York
41.0,38467,,9,Female,HR,Y,2019-11-10,Austin
45.0,53006,21 years,5,F,Marketing,Yes,,Boston
41.0,47613,26 years,3,Male,Engineering,No,2010-09-26,New York
30.0,45608,5 years,7,Female,HR,,2011-05-24,Seattle
34.0,34050,11 years,6,,,,2021-04-23,
38.0,53002,15 years,6,F,Marketing,N,2015-06-09,Austin
32.0,44986,13 years,10,Male,,Y,2011-07-21,Austin
30.0,73049,5 years,9,,,,2018-06-17,Seattle
42.0,35634,21 years,1,M,Engineering,Yes,2022-04-21,Boston
24.0,47349,3 years,8,F,,No,2014-10-22,Boston
35.0,30945,,2,Male,HR,Yes,2010-08-15,Austin
43.0,53133,26 years,1,Female,HR,Y,2017-10-28,
18.0,43431,0 years,9,Female,,Yes,2017-09-15,Boston
41.0,38460,18 years,10,,Engineering,No,2018-07-28,New York
20.0,56406,2 years,5,Female,Sales,,,Seattle
46.0,69462,22 years,8,,Engineering,Y,2015-01-16,Boston
43.0,51312,20 years,2,,Engineering,,2014-04-28,
23.0,25000,0 years,2,Male,Sales,Yes,2023-11-13,Seattle
24.0,25000,6 years,6,Female,HR,Y,,Seattle
30.0,41964,12 years,6,F,HR,Yes,2013-11-22,Austin
30.0,34949,8 years,10,Male,HR,,2015-01-13,Boston
46.0,46828,25 years,8,Male,Engineering,Y,2020-09-29,New York
32.0,25000,12 years,4,F,Engineering,No,2016-11-26,New York
33.0,57349,13 years,3,Male,Marketing,,2023-03-04,Boston
28.0,25000,8 years,9,Female,Engineering,Y,2015-11-12,
27.0,43204,4 years,10,F,HR,Yes,2012-07-22,New York
23.0,40775,0 years,4,F,,,2018-11-27,
18.0,25000,1 years,10,,Marketing,Yes,,Boston
44.0,61453,22 years,6,Male,,Y,2017-05-07,
18.0,34183,0 years,10,Female,,Y,2013-04-19,
40.0,33221,18 years,3,Male,,No,2013-03-28,Seattle
39.0,40227,19 years,4,Male,,Yes,,Seattle
45.0,58948,24 years,5,Female,,,2013-06-17,Austin
19.0,25000,0 years,2,F,,No,2018-10-26,
20.0,54214,0 years,10,F,Marketing,Y,2016-12-25,
45.0,61597,22 years,7,Female,Sales,Y,2018-11-24,Seattle
25.0,43861,3 years,3,M,Marketing,No,2023-02-10,New York
28.0,31153,0 years,2,Female,HR,No,,Seattle
37.0,75963,13 years,4,Female,Marketing,,2016-09-17,Seattle
24.0,83106,0 years,7,Female,,,2012-06-01,Seattle
34.0,42359,10 years,8,F,Marketing,N,2010-04-23,Seattle
24.0,30953,5 years,7,,Engineering,Y,2013-04-09,Austin
39.0,25788,15 years,4,Female,Engineering,Yes,,Seattle
26.0,29482,3 years,4,Female,Marketing,Yes,2023-05-03,Seattle
34.0,62703,5 years,9,Female,Engineering,N,2010-02-19,Austin
23.0,61021,2 years,4,M,Sales,Yes,,Boston
28.0,44487,4 years,6,M,HR,Yes,2016-04-01,Boston
46.0,76891,24 years,10,Female,HR,Y,2018-05-23,
36.0,44447,12 years,9,Female,Sales,Yes,2016-06-21,Seattle
34.0,25000,9 years,4,F,HR,Yes,2010-05-11,New York
40.0,40753,20 years,6,M,Marketing,Y,2023-06-08,Austin
24.0,31515,3 years,7,Female,Engineering,Y,2010-06-24,Seattle
27.0,38331,3 years,4,F,Sales,,,Austin
41.0,58847,15 years,10,Female,Engineering,Yes,2012-06-04,Austin
22.0,25000,6 years,5,Male,HR,,2021-11-16,Seattle
36.0,25000,16 years,1,Female,Sales,,2013-10-12,New York
50.0,92905,28 years,6,Female,,,2010-05-01,New York
47.0,66504,23 years,9,,,Yes,2011-09-02,Boston
33.0,26517,12 years,1,F,Sales,Y,2012-08-31,Austin
28.0,36600,6 years,10,Male,HR,N,2020-03-08,Seattle
48.0,89635,27 years,2,M,,N,2021-12-21,New York
43.0,58288,20 years,5,Male,Sales,No,2017-03-18,Boston
35.0,68665,12 years,5,Female,Sales,Yes,2020-01-01,
26.0,33182,6 years,9,Male,,Yes,2023-05-08,Austin
35.0,49592,15 years,5,Male,,Yes,2011-12-21,
33.0,51022,10 years,6,,HR,,2021-04-08,
35.0,52458,14 years,1,,HR,,2012-04-14,Boston
18.0,55070,0 years,3,Female,,,2020-10-20,Austin
32.0,43679,11 years,1,M,Marketing,No,2021-06-20,
28.0,41662,8 years,6,Male,Sales,,2013-10-10,
39.0,53593,12 years,9,M,Engineering,No,2022-07-21,Austin
36.0,41797,14 years,5,Female,,Yes,2010-04-08,Seattle
41.0,25000,17 years,3,,HR,Y,2014-04-19,New York
38.0,68060,21 years,5,Male,Marketing,Yes,2017-03-19,
44.0,48939,22 years,9,Male,HR,N,2012-07-10,Austin
42.0,79251,23 years,10,,Marketing,,2021-12-05,Boston
21.0,25000,0 years,2,Male,,Yes,2016-05-19,Seattle
28.0,39841,3 years,7,Female,Marketing,N,,Austin
37.0,67835,13 years,6,,Marketing,Y,,Seattle
29.0,108186,7 years,7,Female,Marketing,Y,2012-02-22,
18.0,55332,0 years,10,F,Engineering,Yes,,New York
18.0,25000,0 years,10,F,Sales,N,,Austin
23.0,79542,0 years,2,F,Engineering,,2011-08-26,Seattle
25.0,43098,0 years,6,Female,Sales,Yes,2016-03-28,Seattle
54.0,71171,37 years,9,Male,HR,No,2021-04-08,Boston
22.0,25000,0 years,2,Female,Engineering,,2016-08-14,Austin
24.0,51155,7 years,5,Female,HR,No,2019-05-20,New York
18.0,55452,0 years,8,M,Engineering,No,2019-11-02,New York
39.0,68130,16 years,8,Male,Marketing,Y,2010-08-13,Seattle
22.0,50754,0 years,8,M,HR,Yes,2015-07-23,Austin
29.0,36886,9 years,8,F,,Y,2018-06-16,Boston
43.0,33147,20 years,7,Male,Sales,Yes,2015-06-28,
18.0,67262,0 years,6,Female,Marketing,N,2018-12-11,Boston
41.0,52034,17 years,9,Male,Marketing,,2011-03-16,Austin
47.0,41465,29 years,3,Female,Engineering,Yes,2019-04-30,Seattle
35.0,34893,9 years,7,Female,Marketing,Y,2020-10-27,New York
42.0,40399,20 years,7,Male,,,2010-02-03,
32.0,38193,9 years,7,M,HR,N,2023-08-01,Austin
36.0,41685,13 years,5,Female,Sales,Y,2017-04-05,Austin
33.0,46775,8 years,6,Male,HR,,2010-11-23,Seattle
35.0,75818,10 years,1,F,Sales,Y,2022-11-07,
37.0,33717,13 years,8,,,,2012-05-17,Boston
37.0,25000,9 years,6,F,HR,Yes,2019-07-20,
18.0,32515,0 years,10,Male,Sales,Yes,2017-06-09,Boston
46.0,51817,21 years,10,Female,Marketing,Yes,2011-08-21,Boston
44.0,53371,24 years,1,M,Engineering,Yes,2019-08-19,
25.0,35958,4 years,10,Male,HR,Yes,2016-08-01,Austin
23.0,25500,0 years,6,F,Engineering,Yes,2014-05-28,Boston
40.0,47531,11 years,2,Female,Marketing,No,2013-04-30,Austin
33.0,41779,11 years,9,M,Marketing,,2023-09-19,Seattle
40.0,49961,15 years,10,F,,Y,2023-04-11,New York
32.0,25000,14 years,3,Female,Sales,Y,2020-11-04,New York
45.0,60458,21 years,9,Female,Marketing,Yes,2014-05-13,Seattle
53.0,41376,33 years,7,Male,,Y,2015-02-09,Boston
41.0,39560,16 years,10,Male,Marketing,,2021-10-25,Austin
23.0,64153,0 years,9,F,Sales,,2019-10-24,New York
48.0,45997,22 years,1,Female,Sales,No,2013-12-19,New York
34.0,30326,11 years,2,M,HR,,,Boston
41.0,50502,21 years,4,M,HR,Yes,,Seattle
30.0,34679,5 years,7,Male,,,2015-11-05,New York
52.0,26148,27 years,10,F,HR,Y,2019-02-01,Seattle
42.0,25000,16 years,1,Female,HR,,2013-01-08,
35.0,58909,12 years,3,,,No,2023-03-23,New York
22.0,27932,5 years,7,Female,Sales,,2016-01-31,Seattle
42.0,68531,21 years,7,Female,,Yes,2023-07-05,
47.0,39615,20 years,10,F,HR,No,2020-02-20,Austin
31.0,54359,11 years,10,Female,HR,Yes,2016-10-27,
39.0,67762,21 years,3,M,HR,Yes,2017-11-19,Austin
36.0,33092,13 years,6,,Marketing,N,2014-06-01,
30.0,28512,9 years,2,Male,Sales,No,2018-12-07,Boston
39.0,43891,18 years,6,,HR,,,Boston
,62747,18 years,10,,Engineering,Yes,2023-07-15,Boston
39.0,95072,17 years,5,F,Engineering,Y,2023-08-08,Austin
32.0,38088,6 years,2,Female,,Yes,2016-06-30,Austin
39.0,68640,21 years,5,Female,,Yes,2018-07-11,
49.0,48403,25 years,9,,,No,2011-08-18,
36.0,39423,19 years,7,Female,Sales,No,2011-10-18,Seattle
30.0,48451,7 years,1,F,HR,Yes,2018-06-29,
37.0,48532,13 years,8,,Marketing,,2011-06-19,New York
46.0,45046,23 years,6,Male,Marketing,N,,New York
50.0,35341,29 years,7,Female,,Yes,2022-11-12,Austin
35.0,25000,7 years,2,Female,,Y,2021-09-05,Seattle
27.0,50184,6 years,7,Male,Marketing,Yes,2013-10-07,
31.0,57039,8 years,3,M,HR,No,,Austin
30.0,61369,2 years,6,M,Sales,No,2012-02-27,Boston
43.0,73459,23 years,6,Male,HR,,2010-11-10,New York
36.0,61732,10 years,4,,Marketing,Yes,2015-06-29,New York
32.0,69825,9 years,6,M,Marketing,Y,2022-02-24,Boston
51.0,73837,29 years,8,M,,N,2014-01-29,Austin
18.0,25000,0 years,1,Female,Engineering,Yes,2010-12-04,New York
34.0,60045,10 years,1,Female,Engineering,,2018-01-17,New York
51.0,39593,25 years,8,Male,Sales,Y,,
27.0,51016,8 years,2,Male,,Y,2012-07-13,Boston
24.0,58120,0 years,9,Female,Engineering,No,2020-06-27,Austin
32.0,38880,10 years,6,,,,2022-07-02,Austin
36.0,58402,13 years,10,Female,Engineering,,,Austin
50.0,76448,27 years,9,Male,Sales,Yes,2012-06-04,Seattle
30.0,50204,7 years,5,Female,HR,,2011-05-30,New York
21.0,36474,0 years,9,Male,HR,No,2021-07-06,Seattle
37.0,44214,14 years,7,Male,Engineering,Y,2012-05-22,
37.0,49115,11 years,8,Female,HR,Yes,2022-07-02,Boston
,53980,6 years,3,M,,Yes,2014-08-22,New York
36.0,43979,21 years,7,Female,Marketing,Yes,2012-04-07,Seattle
20.0,45805,0 years,1,,HR,No,2017-06-09,New York
53.0,42648,33 years,5,Female,Engineering,Y,,Boston
30.0,36775,10 years,8,F,Sales,Y,2017-02-06,Seattle
34.0,44783,9 years,9,Female,,Y,2011-07-19,Boston
37.0,64591,14 years,1,M,Sales,No,2017-02-17,Seattle
44.0,75755,22 years,5,Male,HR,Y,2020-04-27,Austin
36.0,41532,13 years,3,Male,,Y,2020-08-16,Seattle
43.0,48696,17 years,2,M,Sales,Y,,Boston
42.0,58230,20 years,1,Female,Sales,Yes,2012-04-03,Austin
26.0,40046,5 years,6,Female,Engineering,Yes,2021-04-08,Austin
31.0,28593,12 years,9,Female,Engineering,No,2015-01-23,
,68623,23 years,3,Female,Engineering,Y,2016-09-02,Seattle
46.0,35247,29 years,6,M,,Yes,,New York
37.0,54009,18 years,4,M,Sales,,2015-04-30,Austin
32.0,64821,8 years,7,,Engineering,Y,2014-02-08,
42.0,55060,20 years,10,F,,,2020-11-17,Austin
30.0,55332,9 years,8,,HR,Yes,2020-08-25,
35.0,46834,15 years,2,Female,Marketing,Yes,2022-02-22,Boston
37.0,60831,15 years,6,M,,,,Austin
31.0,65991,8 years,5,M,HR,,2013-08-18,Seattle
44.0,67751,22 years,2,F,Engineering,,2014-02-25,New York
36.0,74127,14 years,7,Male,Marketing,N,2017-05-03,New York
35.0,36819,13 years,8,,Sales,Yes,2013-06-21,
40.0,92194,15 years,6,F,Sales,Yes,2011-02-02,New York
38.0,37142,14 years,3,Male,,N,2010-08-13,Seattle
38.0,56059,20 years,1,,Marketing,Y,2010-02-25,Austin
32.0,53038,8 years,10,Male,,Yes,,Boston
41.0,48982,17 years,4,F,,,2016-10-06,Austin
25.0,47883,0 years,8,Female,,N,2016-01-12,New York
31.0,70714,2 years,2,M,Sales,Yes,2019-02-04,
42.0,74424,18 years,2,Male,,,2023-08-27,Austin
48.0,65623,22 years,7,F,Engineering,Yes,2016-01-10,
33.0,54096,7 years,3,Female,Marketing,,2014-02-16,
23.0,25000,3 years,10,M,Sales,No,2016-01-07,Boston
31.0,39230,2 years,5,Female,Marketing,,2017-09-03,
37.0,64298,12 years,9,Male,Marketing,,2022-08-14,Boston
41.0,52983,21 years,8,,Sales,No,2010-06-25,Austin
62.0,99645,34 years,8,Male,HR,Yes,2017-01-18,Seattle
31.0,31110,7 years,5,Male,HR,Yes,2014-11-15,Seattle
39.0,42763,18 years,5,Male,,No,2022-03-09,Austin
40.0,63919,18 years,6,F,Marketing,Yes,2018-11-03,
19.0,40841,0 years,2,F,,Yes,2017-06-16,Austin
46.0,70695,22 years,1,Male,HR,Y,2021-11-24,
19.0,25000,0 years,9,F,Engineering,No,2011-07-18,Boston
38.0,50204,17 years,8,,Marketing,Yes,2017-11-25,Seattle
24.0,46375,3 years,6,M,Sales,N,2019-07-23,
25.0,51400,0 years,8,Female,Marketing,Y,2023-03-02,Boston
30.0,35291,6 years,1,F,Sales,No,2020-01-04,Seattle
40.0,53023,19 years,2,F,,Y,2013-03-31,
31.0,39876,6 years,3,,Marketing,Y,2019-04-01,New York
43.0,47143,21 years,4,Female,Marketing,N,2015-01-30,Austin
38.0,46057,13 years,7,M,HR,Y,2018-03-04,Seattle
26.0,25304,3 years,1,Male,Sales,Yes,2020-12-22,New York
36.0,47298,18 years,5,M,HR,N,,New York
29.0,46980,11 years,2,,Sales,,2016-01-03,
32.0,28643,10 years,7,F,Marketing,Yes,2023-10-07,Boston
50.0,65728,29 years,3,F,,,2019-12-02,Austin
,45789,13 years,6,,HR,Yes,2020-12-19,
18.0,28842,0 years,9,F,Marketing,,2017-06-03,Austin
42.0,63781,17 years,2,Female,,Yes,2015-01-08,Seattle
47.0,57506,23 years,9,F,Engineering,,2020-07-31,Boston
28.0,41702,9 years,4,M,Engineering,Yes,2020-01-30,Seattle
18.0,50781,0 years,1,Male,Marketing,No,2012-07-22,Boston
28.0,25000,6 years,1,M,HR,Yes,2015-03-24,Austin
28.0,50656,7 years,5,,Sales,,2018-01-19,Boston
21.0,28728,0 years,1,,Engineering,Yes,2020-08-12,New York
20.0,33840,0 years,9,Male,Sales,Yes,2022-05-22,Boston
60.0,46097,40 years,7,Female,Sales,Yes,2021-02-04,
39.0,67176,16 years,1,F,,No,2015-01-21,Boston
27.0,27935,4 years,4,Male,HR,Yes,2015-05-13,
26.0,49962,0 years,4,F,Engineering,Yes,,
38.0,27813,16 years,9,F,,Y,2011-11-13,New York
34.0,43847,11 years,8,,,No,2022-09-20,Boston
38.0,69469,14 years,7,M,Engineering,No,2013-12-05,Seattle
37.0,27330,12 years,5,M,HR,No,2010-02-22,Austin
45.0,73846,25 years,5,Male,,Yes,2015-06-20,
38.0,67313,10 years,8,M,Marketing,Y,2022-07-19,Seattle
39.0,50073,14 years,5,M,HR,Yes,2010-02-18,Austin
27.0,42037,5 years,2,Female,Sales,,2015-04-08,New York
35.0,40260,10 years,3,Female,Marketing,Yes,2011-05-27,Seattle
18.0,45068,0 years,2,,,,2012-01-19,
28.0,32827,8 years,3,M,Sales,Yes,2012-04-03,Boston
39.0,26317,18 years,8,Male,HR,N,2015-08-23,Seattle
43.0,43448,19 years,10,Male,Engineering,Y,2017-04-23,Boston
40.0,53685,20 years,9,,Marketing,Y,2019-12-02,Boston
36.0,74329,,2,,HR,No,,New York
48.0,74929,26 years,8,Male,,,2016-06-14,Seattle
41.0,51344,18 years,4,F,HR,,2017-06-19,Boston
30.0,50601,6 years,8,M,,Y,,Seattle
20.0,30752,0 years,8,,,No,,Boston
45.0,44433,22 years,5,,,No,2014-09-11,Boston
22.0,52553,3 years,5,,Engineering,,2022-06-20,New York
36.0,50015,8 years,5,,Marketing,Y,2011-06-05,Seattle
32.0,49355,6 years,6,Female,Sales,N,2019-08-03,
35.0,44150,18 years,2,M,Marketing,Yes,2022-01-30,Boston
31.0,39539,9 years,4,,Sales,Y,2020-11-19,New York
32.0,48290,10 years,10,F,,Yes,2016-05-31,Seattle
44.0,68659,23 years,10,F,Marketing,Yes,2018-06-21,Austin
21.0,30216,0 years,9,F,HR,Yes,2015-03-20,Seattle
38.0,58258,15 years,9,F,Engineering,,2021-03-25,Seattle
50.0,82926,28 years,4,Male,Sales,No,2019-11-16,
21.0,25000,0 years,6,,HR,Yes,2021-04-17,Austin
27.0,50859,8 years,10,Male,Marketing,No,2013-03-19,New York
35.0,48658,11 years,8,Male,,No,,Austin
36.0,58476,15 years,8,Female,Engineering,Y,2013-06-13,New York
19.0,25000,0 years,5,F,Marketing,Yes,2022-03-07,Seattle
22.0,29825,0 years,2,Male,Engineering,Yes,,Austin
32.0,47398,11 years,10,M,HR,,2013-01-23,Austin
18.0,25000,0 years,6,Male,,Yes,2013-02-19,Seattle
26.0,34841,3 years,4,Female,,No,2023-07-17,New York
23.0,44656,1 years,9,F,Engineering,N,,Austin
44.0,52360,26 years,6,Male,Marketing,Yes,,
47.0,53218,28 years,2,Male,HR,,2016-06-18,
51.0,68477,26 years,8,M,Engineering,Yes,2018-05-16,Austin
18.0,35888,0 years,9,Female,HR,No,,Austin
40.0,50869,20 years,8,Female,HR,,2012-05-17,Austin
44.0,76732,23 years,7,Male,Marketing,,2022-07-29,Seattle
39.0,55806,15 years,10,Male,HR,Y,2015-09-20,Seattle
49.0,71360,24 years,3,Male,,Yes,2016-10-25,Boston
30.0,49898,12 years,3,Male,,Yes,2016-03-10,
26.0,58669,0 years,1,Female,HR,Yes,2015-03-01,Seattle
23.0,25000,0 years,3,M,HR,Yes,2015-03-07,Boston
36.0,39854,17 years,10,Female,HR,Y,,New York
42.0,66362,27 years,6,,Engineering,N,2015-04-18,Boston
65.0,74250,40 years,8,F,,No,2023-02-08,
47.0,26189,15 years,5,F,,No,2010-09-13,Seattle
41.0,56910,16 years,3,,Sales,Yes,,
41.0,62528,14 years,8,Male,Marketing,Y,2017-01-15,Boston
48.0,62277,22 years,3,,,Y,2011-10-01,New York
57.0,72117,36 years,1,M,Sales,No,2011-05-06,New York
29.0,30941,6 years,3,,,No,2015-09-18,
31.0,39944,11 years,5,Male,Engineering,Y,2020-02-20,Boston
40.0,38437,19 years,9,,Marketing,,,Austin
37.0,64255,11 years,7,F,HR,Yes,2019-03-07,New York
40.0,53085,16 years,9,F,HR,No,2022-11-05,
19.0,25000,0 years,5,F,Sales,Yes,2023-10-10,
20.0,26721,0 years,7,M,Marketing,,2013-03-18,Austin
29.0,25000,12 years,6,,,Yes,2018-06-13,Boston
39.0,67450,24 years,4,,,,2021-03-15,Austin
32.0,39657,7 years,1,Female,,,2018-12-27,Boston
25.0,41900,0 years,6,Female,HR,N,2022-11-26,Austin
50.0,48096,24 years,4,F,HR,Y,2012-01-03,Austin
25.0,45330,3 years,1,Female,,No,2011-02-11,New York
45.0,71014,26 years,4,F,Marketing,,2016-01-01,Austin
35.0,53595,13 years,10,,,Yes,2021-05-03,
46.0,54281,17 years,6,Male,Engineering,N,2013-09-24,
49.0,77684,32 years,6,,Engineering,Y,2012-02-23,
29.0,25000,7 years,1,Male,Sales,,2011-12-07,
33.0,46085,11 years,8,,,N,2019-04-12,Austin
27.0,25000,3 years,7,M,Marketing,Y,2016-05-12,Boston
27.0,25000,2 years,9,M,Engineering,Yes,2018-02-03,Seattle
33.0,30809,11 years,4,Female,Sales,Yes,2023-03-05,Seattle
35.0,61520,12 years,10,M,Sales,Y,2014-03-27,
25.0,25139,0 years,6,Female,Marketing,Yes,2021-07-01,Boston
41.0,37968,19 years,10,,Sales,N,2010-09-17,New York
18.0,25000,0 years,10,Male,Sales,Y,2022-08-20,
39.0,61178,18 years,4,Female,Sales,No,2019-10-11,New York
35.0,60475,18 years,1,Male,Engineering,Yes,2017-06-25,Seattle
44.0,63836,22 years,3,F,Marketing,No,2021-04-03,Boston
48.0,55699,25 years,9,Female,Engineering,,,Seattle
35.0,25669,10 years,8,Male,Sales,N,2017-03-23,New York
27.0,25000,1 years,6,,,Y,2011-09-19,Seattle
19.0,28592,0 years,4,Female,,Y,2019-05-20,Austin
29.0,25000,10 years,6,Female,Marketing,N,,Seattle
28.0,25000,7 years,9,Male,Sales,Y,2014-06-25,New York
24.0,33485,4 years,7,,Engineering,,2016-06-23,Austin
38.0,54933,16 years,8,M,Engineering,,2011-04-12,Boston
37.0,64731,18 years,7,Male,Marketing,Yes,2010-05-17,Austin
41.0,48666,27 years,9,Male,,No,,New York
18.0,37758,0 years,7,M,Marketing,Y,2021-03-26,Austin
29.0,29250,2 years,1,Male,Engineering,Yes,2017-02-03,Austin
27.0,30814,2 years,9,F,Sales,,2016-07-18,New York
35.0,43335,12 years,5,Female,Marketing,Yes,2016-11-22,Seattle
31.0,25000,8 years,4,Female,Marketing,Yes,2010-11-29,New York
38.0,42623,11 years,7,Male,,Yes,,Seattle
26.0,34842,0 years,4,Male,HR,Y,,Austin
18.0,25000,0 years,5,F,HR,Yes,2012-06-28,Seattle
53.0,85145,27 years,7,F,HR,,2020-08-26,Boston
47.0,70312,27 years,2,,Engineering,Yes,2018-07-22,Boston
39.0,51819,11 years,6,Female,HR,No,,New York
21.0,26478,0 years,7,F,Engineering,Yes,2021-07-18,
23.0,28894,3 years,10,F,,Yes,2017-11-16,Austin
53.0,48932,27 years,5,Male,HR,Yes,2018-12-11,New York
52.0,71209,25 years,5,F,HR,Y,2017-07-07,
36.0,26668,13 years,5,M,Marketing,,2014-10-08,Seattle
51.0,66957,26 years,8,Male,,N,2014-04-22,Boston
35.0,47946,12 years,1,Male,Engineering,Y,2017-09-09,Boston
30.0,25000,10 years,9,Male,,Yes,2018-05-21,Seattle
41.0,56615,21 years,5,Female,Sales,Y,2017-10-17,
58.0,52531,37 years,9,M,Sales,Yes,2013-03-05,Boston
,25000,12 years,4,Female,HR,Yes,2022-02-14,Boston
18.0,34797,0 years,9,Female,Marketing,No,2017-10-20,Austin
20.0,56820,0 years,1,Female,Marketing,Y,2019-06-01,Seattle
39.0,53408,15 years,2,Male,Sales,,2014-11-28,
34.0,42782,9 years,7,Female,,Yes,,New York
24.0,49677,7 years,3,Female,Marketing,No,2021-12-31,New York
39.0,77841,19 years,8,Male,HR,Yes,2015-07-02,Boston
21.0,25041,1 years,2,Female,Sales,Y,2012-07-09,Seattle
26.0,54928,4 years,4,,Engineering,Yes,2023-07-23,Boston
42.0,44327,16 years,1,Female,Sales,Yes,2014-09-22,New York
24.0,58278,7 years,5,,Marketing,,,Austin
26.0,47691,3 years,3,Female,HR,No,2012-08-19,New York
39.0,54373,15 years,6,F,,Yes,2011-01-10,Boston
38.0,59001,15 years,3,Male,Marketing,Y,2013-09-18,Austin
20.0,25097,0 years,1,Male,Sales,No,2012-01-10,New York
36.0,26341,14 years,3,Female,Engineering,Yes,2019-05-01,
18.0,32924,,2,Male,Sales,Yes,2014-10-19,
44.0,28161,19 years,6,Female,Sales,No,2016-06-14,Austin
55.0,55522,35 years,7,,Sales,,2018-02-09,New York
33.0,40933,11 years,2,Female,,No,2013-10-25,Austin
47.0,51637,19 years,8,F,Marketing,Yes,2011-02-25,Austin
35.0,61253,12 years,10,Male,Engineering,Yes,2022-01-21,Austin
21.0,31302,0 years,3,M,,Yes,2011-07-23,New York
40.0,32885,17 years,2,,,,2021-11-25,Boston
30.0,25000,10 years,1,Male,Engineering,,2021-11-28,New York
36.0,62877,14 years,2,F,,No,2019-03-06,
38.0,64141,14 years,1,Female,Engineering,Y,,Boston
35.0,25000,13 years,5,Female,Marketing,,,Austin
46.0,54950,25 years,9,,HR,,2022-01-01,Austin
30.0,47762,6 years,4,M,Marketing,N,2018-04-29,
26.0,28482,6 years,7,F,HR,Y,2022-11-12,
19.0,68905,0 years,8,Female,Engineering,Yes,2022-01-24,
26.0,56539,4 years,2,M,Marketing,,2017-08-03,
29.0,25000,5 years,8,Male,,Y,2013-03-26,Austin
42.0,35213,18 years,4,Male,Engineering,,2022-02-18,Boston
20.0,25000,0 years,8,,Engineering,Yes,2014-12-22,
18.0,36827,0 years,8,Female,Marketing,N,2011-05-15,New York
56.0,31718,35 years,6,M,Marketing,Y,2016-08-22,Seattle
27.0,25000,6 years,2,Female,HR,No,,
28.0,25000,4 years,1,F,HR,Yes,2014-12-28,Austin
37.0,51231,14 years,8,Female,,Yes,2013-08-03,Austin
35.0,41108,,1,F,,No,2014-08-21,Austin
,25000,2 years,6,F,,Y,2014-09-30,
42.0,57066,17 years,10,F,Engineering,Yes,2012-06-23,New York
30.0,34941,11 years,8,Female,Marketing,No,2014-12-12,
22.0,34563,0 years,7,Male,Engineering,Y,2018-07-12,Boston
34.0,59705,11 years,1,Male,Engineering,,,
37.0,51333,13 years,5,F,Marketing,No,2018-07-13,Austin
46.0,63996,27 years,1,,Sales,Y,2023-07-09,
26.0,40226,3 years,7,Male,Sales,,2016-05-15,Austin
38.0,27466,15 years,10,M,Marketing,,,Austin
44.0,64623,19 years,7,,Engineering,,2017-07-08,
47.0,75017,27 years,2,Female,Marketing,No,2020-10-06,
39.0,65456,14 years,8,Male,Sales,,2017-02-14,Austin
19.0,44571,0 years,9,M,Sales,No,2014-03-30,Boston
28.0,29197,2 years,3,Female,HR,Yes,2019-12-27,Seattle
24.0,27005,1 years,7,Male,Engineering,Y,2019-08-29,New York
39.0,71529,16 years,5,Female,Engineering,No,2012-08-15,Austin
38.0,57876,20 years,3,M,,Yes,2016-02-18,
33.0,25000,21 years,2,,Marketing,Yes,2021-12-30,Austin
40.0,42715,24 years,3,M,,Yes,2019-03-03,Austin
30.0,55628,8 years,2,M,Marketing,No,,
28.0,32972,12 years,4,F,,Yes,,Seattle
21.0,30987,0 years,3,Female,Sales,Yes,2021-12-19,Seattle
27.0,32741,5 years,2,M,,No,2010-07-09,
45.0,73984,23 years,6,,Engineering,No,2010-09-17,Austin
50.0,54937,28 years,2,Male,Marketing,No,2021-08-01,New York
29.0,39712,8 years,10,Male,Marketing,Y,2016-04-27,Seattle
31.0,37694,10 years,9,F,,Y,2014-10-20,Austin
34.0,25490,7 years,7,Male,Marketing,No,2020-03-06,Austin
